loss_G,loss_D,L1_hole,L1_valid,D_real_mean,D_fake_mean,grad_G,grad_D
0.8488830924034119,2.1233372688293457,0.0832124650478363,0.4114854335784912,0.42118895053863525,0.42000699043273926,0.3439984422709261,17.609042930603028
0.7384226620197296,2.1563432216644287,0.07531844079494476,0.33903761208057404,0.4585692286491394,0.4573040306568146,0.2928101594914638,20.417598056793214
0.6891658107439677,1.8107858101526897,0.07258228709300359,0.3042050302028656,0.489585002263387,0.48804332812627155,0.24395305799719477,16.168311564127603
0.6448030173778534,1.627926081418991,0.06872070301324129,0.2798803448677063,0.514645129442215,0.5141359716653824,0.2173424931686549,14.266619443893433
0.6256300926208496,1.4724041819572449,0.06867421343922615,0.26164246499538424,0.5333395600318909,0.5324997305870056,0.20744195232677848,12.157060012817382
0.6127994457880656,1.370352456967036,0.06812372617423534,0.25182224810123444,0.5474891066551208,0.5467457473278046,0.19848816900140798,10.99708267847697
0.6030330828257969,1.2877736176763261,0.06795171914356095,0.2432759084871837,0.556565523147583,0.5555809821401324,0.18642121151194205,10.091174016680037
0.5845495648682117,1.2208672761917114,0.06564657436683774,0.23652933537960052,0.5638272166252136,0.563038282096386,0.1732293640660438,9.305597078800202
0.5727874040603638,1.1633434295654297,0.06456935447123316,0.23042962782912785,0.5688451925913492,0.5678470730781555,0.1606257476097973,8.632279692755807
0.5659826993942261,1.1154915928840636,0.06431706137955188,0.22504494339227676,0.5730584979057312,0.5718352377414704,0.1552649671170262,8.054095854759217
0.5627481232989918,1.0740978826176037,0.06477523425763304,0.2196795086969029,0.5765177336606112,0.5753006880933588,0.1587593364229454,7.569785009730946
0.5579566905895869,1.03735255698363,0.06405859161168337,0.21869437396526337,0.5793516337871552,0.577828029791514,0.15280088513908494,7.187956976890564
0.554144928088555,1.0061429876547594,0.06368246187384312,0.2168827813405257,0.5822816766225375,0.5807494750389686,0.14643887724218235,6.904660140551053
0.544820955821446,0.9792110664503915,0.06251033901103906,0.2135662032025201,0.584450193813869,0.5826872842652457,0.13946571926444573,6.626736330986022
0.5396557013193767,0.9540761669476827,0.06222967753807704,0.20997440914312998,0.5862995386123657,0.5843236207962036,0.1341727900486957,6.350016689300536
0.5339480079710484,0.9310893602669239,0.061473325127735734,0.20815411303192377,0.588054396212101,0.5860258229076862,0.1302437998697098,6.105117657780647
0.5320732803905711,0.9088889640920302,0.061484785640940946,0.20634994699674494,0.5897103337680593,0.587561309337616,0.12858482757687612,5.861479569883906
0.5306220451990763,0.8879674540625678,0.06170702477296194,0.2038740118344625,0.5909678306844499,0.5885983639293246,0.12727926848838156,5.676353699631161
0.5282634575116006,0.8703384713122719,0.06176495552062988,0.20125382511239304,0.5924924517932691,0.5901573331732499,0.13261166956470602,5.53166767547005
0.5280976817011833,0.8553990483283996,0.0619041945785284,0.20049422681331636,0.5934912025928497,0.5910063028335572,0.1311211237161409,5.431019381284713
