loss_G,loss_D,L1_hole,L1_valid,D_real_mean,D_fake_mean,grad_G,grad_D
0.9411712884902954,1.5191103219985962,0.08780797570943832,0.39618226885795593,0.5581182837486267,0.5591757297515869,0.4490492804085507,10.935001754760743
0.837338924407959,1.5207415223121643,0.08005211129784584,0.3388168066740036,0.5777453482151031,0.5775591135025024,0.39646711562047987,11.881988334655762
0.7493672768274943,1.4149928490320842,0.070579099158446,0.310083270072937,0.5839480757713318,0.5844135085741679,0.32994152864843024,11.320367558797201
0.7108254730701447,1.3034627586603165,0.06877579726278782,0.28448106348514557,0.5875539630651474,0.5886993408203125,0.2898990133338991,9.761272501945497
0.6881922125816345,1.218787133693695,0.06843223124742508,0.26554509401321413,0.5915139079093933,0.5924370050430298,0.25231313200886635,8.817594356536866
0.6674157083034515,1.1556987067063649,0.06680717878043652,0.25446199377377826,0.594825545946757,0.5952829321225485,0.22457688633471215,8.28686040242513
0.6557508877345494,1.099374600819179,0.06595988944172859,0.24869684449263982,0.597882091999054,0.5980708088193621,0.21948001143804305,7.694518300465176
0.63112423568964,1.0535347983241081,0.0636312928982079,0.23888057842850685,0.5995779633522034,0.5998202487826347,0.19980054563733146,7.0468715131282815
0.6301330990261502,1.0125104188919067,0.06438071073757277,0.23355882366498312,0.6002490586704678,0.600291563404931,0.184504768727469,6.612577835718792
0.6238546133041382,0.9813562214374543,0.06445797197520733,0.2270973652601242,0.6016281306743622,0.6016381442546844,0.1734056373784209,6.291565475463868
0.6175117926164106,0.9602070884271101,0.06375337493690578,0.22529838301918723,0.6018977869640697,0.6023564067753878,0.16766219464489282,6.030480735952205
0.6121494174003601,0.9390048831701279,0.06364705382535855,0.22091527531544367,0.6022450973590215,0.6023911982774734,0.1663209454341353,5.911137195428213
0.6047201569263752,0.9173603012011602,0.06289234671455163,0.21831122957743132,0.6035047815396235,0.6036688822966355,0.1752307879584694,5.7505272498497595
0.5984028279781342,0.8937449327536992,0.062492446175643375,0.21445145990167344,0.6044326382023948,0.6042697429656982,0.1746779157914135,5.534210872650147
0.5963765343030294,0.8715114951133728,0.06274947126706441,0.21103963454564412,0.6047661344210307,0.6042626579602559,0.17113385535228778,5.3539464473724365
0.5901460498571396,0.8520242348313332,0.062300027115270495,0.20776847656816244,0.6054342612624168,0.6047237329185009,0.16914794009019662,5.186279740929604
0.586968365837546,0.833481935893788,0.0623318691025762,0.20452461961437673,0.6063068859717425,0.6052352996433482,0.16416568832816783,5.024071515307707
0.584177639749315,0.8166890508598752,0.06224533460206456,0.20238974938790003,0.6069321003225114,0.6056533654530843,0.16028459428305877,4.872556979126401
0.5835138182891043,0.8014975817579972,0.062398892876349,0.20097992686848892,0.6074135178013852,0.6059614608162328,0.15804695829730364,4.743379221464458
0.5841651827096939,0.7884618788957596,0.06271171867847443,0.1999310113489628,0.607989701628685,0.6063216030597687,0.15427401804550112,4.607085413932801
0.58185042653765,0.7743761965206691,0.06266676173323676,0.1979031271877743,0.6086205442746481,0.6066899413154239,0.15354239785716364,4.470112604186649
0.57947392355312,0.7619691111824729,0.06266758421605284,0.19568564065478064,0.608943291685798,0.6067868660796772,0.15061057885028023,4.35675056739287
0.5751922933951669,0.7512359411820121,0.0623027076539786,0.1936767068894013,0.609358593173649,0.6070963792178942,0.15018460740361486,4.256009637791178
0.5737771118680636,0.7406483292579651,0.06220877248172959,0.1928680973748366,0.6093937928477923,0.6071000372370084,0.15198458566252762,4.1689111997683845
0.571539180278778,0.7317647933959961,0.06192342832684517,0.1925157219171524,0.6096686935424804,0.6071163368225098,0.153027958856786,4.1417174825668335
0.5676001734458483,0.7256101369857788,0.061277656171184317,0.19226635591341898,0.6104238560566535,0.6076644315169408,0.15532128149048294,4.203870803576249
0.5648592865025556,0.7268675367037455,0.061120177860613224,0.1905212319559521,0.6105214710588809,0.6074560063856619,0.15733074220526386,4.359518240999292
0.5648210857595716,0.727360303912844,0.061440907418727875,0.18867653448666846,0.6105034266199384,0.6074270009994507,0.16241797814297315,4.4789559781551365
0.5625028630782818,0.7200370718692911,0.06114139420718982,0.18815181584193788,0.6107882507916155,0.6074880546536939,0.16271272706329298,4.465362087611494
0.5589985996484756,0.7108747790257136,0.06082209572196007,0.18664079308509826,0.6109994490941365,0.6074973960717519,0.16009315325154957,4.382228513558705
0.5565872028950722,0.7031465451563558,0.0605235313696246,0.1860813411974138,0.611391430900943,0.607768137608805,0.15809600745193902,4.321764545286856
